name,pay,age,nationality,shooting,passing,dribbling,Intercept,Stealing,goalkeeper_skill,team_position,team_jersey_number,value,club_name,
Raphinha,50000,23,Brazil,75,74,83,54,38,0,RW,7,23000000,Rennais,
B. Mendy,115000,25,France,54,77,77,79,80,0,LB,22,19500000,Manchester City,
J. Pickford,70000,26,England,0,0,0,20,12,77,GK,1,16000000,Everton,
A. Milik,80000,26,Poland,85,64,76,34,32,0,SUB,99,22500000,Napoli,
Jonny,86000,26,Spain,53,71,76,81,80,0,LWB,19,19500000,Wolverhampton Wanderers,
W. Beni≠tez,35000,27,Argentina,0,0,0,20,17,80,GK,40,15500000,OGC Nice,
J. Correa,73000,25,Argentina,75,77,86,37,26,0,LS,11,22500000,Lazio,
Ii±aki Williams,35000,26,Spain,79,72,78,34,29,0,RW,9,22500000,Athletic Club de Bilbao,
D. Si°nchez,79000,24,Colombia,45,56,65,83,86,0,SUB,6,20000000,Tottenham Hotspur,
A. Rudiger,92000,27,Germany,43,67,63,85,82,0,SUB,2,18500000,Chelsea,
S. Haller,58000,26,France,80,62,75,61,55,0,SUB,22,22000000,West Ham United,
L. Shaw,97000,24,England,53,74,78,81,79,0,LB,23,19000000,Manchester United,
Fred,115000,27,Brazil,71,79,83,79,72,0,SUB,17,19000000,Manchester United,
Paco Alci°cer,45000,26,Spain,84,67,80,24,22,0,LS,17,21000000,Villarreal CF,
S. Savic,60000,29,Montenegro,35,54,56,83,82,0,SUB,15,17000000,Atletico Madrid,
E. Andrada,19000,29,Argentina,0,0,0,20,14,82,GK,1,14500000,Boca Juniors,
J. Marti≠nez,14000,27,Venezuela,80,61,79,20,15,0,RES,7,21000000,Atlanta United,
A. Rabiot,83000,25,France,74,78,79,81,75,0,RCM,25,21000000,Juventus,
M. Dmitrovic,30000,28,Serbia,0,0,0,22,20,81,GK,1,15000000,SD Eibar,
M. Lazzari,70000,26,Italy,62,77,82,53,48,0,RM,29,21000000,Lazio,
Iniesta,12000,36,Spain,70,85,85,57,56,0,LCM,8,5500000,Vissel Kobe,
Pepe,13000,37,Portugal,51,60,60,83,82,0,LCB,3,3600000,Porto,
A. Gignac,66000,34,France,83,74,74,41,23,0,ST,10,9500000,Tigres U.A.N.L.,
H. Herrera,62000,30,Mexico,75,75,76,82,67,0,SUB,16,16500000,Atletico Madrid,
F. Ribery,54000,37,France,74,82,86,25,26,0,LS,7,6500000,Fiorentina,
A. Consigli,32000,33,Italy,0,0,0,17,19,80,GK,47,9500000,Sassuolo,
L. Fabianski,26000,35,Poland,0,0,0,12,13,81,GK,1,4800000,West Ham United,
S. Ruffier,32000,33,France,0,0,0,12,11,82,RES,16,9500000,AS Saint-iâtienne,
M. Hama°i≠k,25000,32,Slovakia,77,82,81,70,62,0,LCM,17,13500000,Dalian YiFang FC,
S. Mignolet,26000,32,Belgium,0,0,0,14,16,84,GK,88,11000000,Club Brugge,
Marcano,18000,33,Spain,46,60,59,83,80,0,SUB,5,8500000,Porto,
S. Bender,66000,31,Germany,52,63,60,84,83,0,LCB,5,13000000,Bayer 04 Leverkusen,
Javi Marti≠nez,76000,31,Spain,55,69,63,84,84,0,SUB,8,13500000,Bayern Munchen,
S. Khedira,87000,33,Germany,74,77,77,80,74,0,RES,6,10500000,Juventus,
M. Kruse,42000,32,Germany,81,81,82,38,29,0,LS,10,14000000,1. FC Union Berlin,
Marlos,500,32,Ukraine,78,78,86,46,42,0,RM,11,14000000,Shakhtar Donetsk,
Taison,500,32,Brazil,78,75,86,53,40,0,LM,7,14000000,Shakhtar Donetsk,
E. Salvio,26000,29,Argentina,76,73,84,60,56,0,RM,11,17500000,Boca Juniors,
Marcos Alonso,96000,29,Spain,75,78,77,81,78,0,LB,3,14500000,Chelsea,
J. Cuadrado,79000,32,Colombia,72,78,88,78,81,0,RM,16,11000000,Juventus,
T. Delaney,63000,28,Denmark,73,73,74,81,84,0,SUB,6,16000000,Borussia Dortmund,
X. Shaqiri,105000,28,Switzerland,77,80,83,49,48,0,RES,23,18000000,Liverpool,
K. Kampl,65000,29,Slovenia,67,80,85,63,59,0,SUB,44,17000000,RB Leipzig,
S. Coates,19000,29,Uruguay,43,54,61,84,85,0,CB,4,15000000,Sporting CP,
Jonathan Viera,28000,30,Spain,75,81,82,63,55,0,CAM,21,17000000,Beijing Sinobo Guoan FC,
Pablo Sarabia,100000,28,Spain,76,82,83,54,49,0,SUB,19,18000000,Paris Saint-Germain,
Jordi Masip,21000,31,Spain,0,0,0,14,13,77,GK,1,11500000,Real Valladolid CF,
J. Cillessen,33000,31,Netherlands,0,0,0,12,11,80,GK,13,11500000,Valencia CF,
S. Berghuis,23000,28,Netherlands,80,83,82,36,30,0,RW,10,18000000,Feyenoord,
K. Volland,68000,27,Germany,84,79,79,50,33,0,SUB,31,19000000,AS Monaco,
Ismaily,500,30,Brazil,64,74,81,74,75,0,LB,31,14000000,Shakhtar Donetsk,
M. Doherty,96000,28,Republic of Ireland,64,73,75,78,75,0,RB,2,15000000,Tottenham Hotspur,
Felipe Anderson,53000,27,Brazil,75,78,86,59,46,0,SUB,8,18500000,West Ham United,
T. Meunier,63000,28,Belgium,73,76,74,79,77,0,RM,24,15000000,Borussia Dortmund,
Suso,39000,26,Spain,75,82,86,23,18,0,RW,7,19000000,Sevilla,
A. Florenzi,84000,29,Italy,77,76,79,79,78,0,RB,24,14500000,Paris Saint-Germain,
S. Arias,60000,28,Colombia,53,70,76,79,78,0,SUB,4,15000000,Atletico Madrid,
E. Zahavi,27000,32,Israel,82,75,83,41,34,0,LS,25,14000000,PSV,
M. de Roon,62000,29,Netherlands,68,72,72,82,81,0,RCM,15,15000000,Atalanta,
I. Ferni°ndez,24000,30,Argentina,78,81,82,73,67,0,CM,26,16500000,River Plate,
Capa,31000,28,Spain,65,77,79,78,76,0,RB,21,15000000,Athletic Club de Bilbao,
M. Politano,74000,26,Italy,77,78,84,29,29,0,RW,21,19000000,Napoli,
W. Weghorst,62000,27,Netherlands,82,59,69,32,25,0,ST,9,19000000,VfL Wolfsburg,
Juiano Mestres,0,24,Brazil,61,57,62,85,84,0,0,0,0,0,
Adryan Zonta,500,28,Brazil,66,75,76,72,69,0,LB,6,15000000,Sao Paulo,
Rosberto Dourado,31000,20,Brazil,57,74,76,86,80,0,RCM,8,17500000,Atletico Mineiro,
Louri Beretta,53000,28,Brazil,84,62,72,27,24,0,ST,9,18500000,Atletico Mineiro,
Welington Dano,0,20,Brazil,54,76,78,77,81,0,0,0,0,0,
Nuno Padrenda,500,24,Brazil,73,77,82,52,42,0,LCM,10,19500000,Palmeiras,
Oswaldinato,500,28,Brazil,81,67,77,11,18,0,ST,9,18500000,Flamengo,
Vini≠cius Jr.,95000,19,Brazil,69,71,87,25,18,0,SUB,20,27500000,Real Madrid,
N. Barella,86000,23,Italy,67,79,82,80,78,0,RCM,23,20500000,Inter,
N. Mukiele,46000,22,France,42,69,72,85,82,0,SUB,22,18500000,RB Leipzig,
M. Mount,69000,21,England,77,79,80,53,34,0,LM,19,21000000,Chelsea,
D. Henderson,70000,23,England,0,0,0,14,14,77,RES,26,16000000,Manchester United,
T. Ndombele,82000,23,France,66,80,87,73,69,0,SUB,28,20500000,Tottenham Hotspur,
iâder Militao,115000,22,Brazil,50,66,71,82,81,0,SUB,3,19000000,Real Madrid,
A. Saint-Maximin,43000,23,France,70,72,88,18,23,0,RW,10,20500000,Newcastle United,
Diogo Jota,90000,23,Portugal,77,71,84,54,44,0,SUB,20,20500000,Liverpool,
Merino,31000,24,Spain,76,78,82,80,73,0,LCM,8,20000000,Real Sociedad,
M. Thuram,43000,22,France,80,70,80,49,37,0,LM,10,20500000,Borussia Mionchengladbach,
Unai Simon,18000,23,Spain,0,0,0,18,12,83,GK,1,15500000,Athletic Club de Bilbao,
C. Nkunku,50000,22,France,74,80,85,72,70,0,LAM,18,20500000,RB Leipzig,
N. Vlaa°ic,500,22,Croatia,75,76,82,55,37,0,CAM,8,20500000,PFC CSKA Moscow,
D. Livakovic,500,25,Croatia,0,0,0,20,21,79,GK,40,15000000,Dinamo Zagreb,
V. Tsygankov,500,22,Ukraine,73,78,80,36,37,0,RM,15,20500000,Dynamo Kyiv,
Hector Belleri≠n,76000,25,Spain,51,70,77,78,79,0,RWB,2,17500000,Arsenal,
Angelii±o,46000,23,Spain,66,80,81,77,74,0,LB,3,17500000,RB Leipzig,
L. Klostermann,46000,24,Germany,51,66,71,81,85,0,RB,16,18000000,RB Leipzig,
Dani Ceballos,76000,23,Spain,70,79,83,75,74,0,RCM,8,19500000,Arsenal,
O. Zinchenko,96000,23,Ukraine,66,81,80,79,75,0,SUB,11,17500000,Manchester City,
L. Bailey,59000,22,Jamaica,76,73,83,25,18,0,SUB,9,20000000,Bayer 04 Leverkusen,
C. Sioyuncu,69000,24,Turkey,46,60,67,84,80,0,LCB,4,18000000,Leicester City,
L. Jovic,140000,22,Serbia,81,68,80,26,16,0,SUB,18,20000000,Real Madrid,
T. Herni°ndez,37000,22,France,67,73,77,78,79,0,LB,19,17500000,Milan,
M. Arambarri,28000,24,Uruguay,58,71,72,80,79,0,RDM,18,18000000,Getafe CF,
David Neres,21000,23,Brazil,73,73,86,32,32,0,LAM,7,20000000,Ajax,
M. Gomez,40000,23,Uruguay,81,68,73,20,23,0,LS,22,20000000,Valencia CF,
P. Hi∏jbjerg,73000,24,Denmark,70,76,75,80,72,0,RDM,5,17500000,Tottenham Hotspur,
V. Lindeliof,100000,25,Sweden,50,72,72,83,80,0,RCB,2,17000000,Manchester United,
iÅlex Remiro,25000,25,Spain,0,0,0,17,18,81,GK,1,14000000,Real Sociedad,
J. Stones,110000,26,England,36,69,71,84,81,0,SUB,5,16500000,Manchester City,
K. Zouma,82000,25,France,51,61,56,81,78,0,LCB,15,16500000,Chelsea,
J. Grealish,65000,24,England,74,80,84,49,43,0,LW,10,19000000,Aston Villa,
A. Januzaj,37000,25,Belgium,75,78,83,23,22,0,SUB,11,18500000,Real Sociedad,
A. Belotti,57000,26,Italy,81,57,77,23,32,0,LS,9,18500000,Torino,
P. Zielinski,69000,26,Poland,72,81,83,72,71,0,LCM,20,18000000,Napoli,
Oti°vio,17000,25,Brazil,69,78,85,52,43,0,RM,25,18500000,Porto,
D. Rugani,71000,25,Italy,39,55,64,83,80,0,SUB,24,16500000,Juventus,
J. Musso,17000,26,Argentina,0,0,0,14,16,80,GK,1,13500000,Udinese,
C. Tolisso,74000,25,France,77,78,78,77,71,0,SUB,24,18500000,Bayern Munchen,
H. Lozano,66000,24,Mexico,75,71,81,35,29,0,SUB,11,19000000,Napoli,
V. Rongier,45000,25,France,73,76,80,84,71,0,RCM,21,18500000,Marseille,
Gelson Martins,55000,25,Portugal,71,72,86,51,48,0,RW,11,18500000,AS Monaco,
Yeray,26000,25,Spain,49,58,61,81,83,0,RCB,5,16500000,Athletic Club de Bilbao,
Mario Hermoso,51000,25,Spain,49,72,71,82,80,0,SUB,22,16500000,Atletico Madrid,
M. Ryan,53000,28,Australia,0,0,0,20,17,78,GK,1,13000000,Brighton & Hove Albion,
M. Hinteregger,33000,27,Austria,70,65,60,84,83,0,LCB,13,15500000,Eintracht Frankfurt,
F. Bernardeschi,81000,26,Italy,75,80,84,54,50,0,SUB,33,18000000,Juventus,
G. Xhaka,80000,27,Switzerland,65,80,69,71,68,0,LCM,34,15000000,Arsenal,
Campai±a,31000,27,Spain,73,82,80,71,62,0,RCM,24,16500000,Levante UD,
N. Schulz,56000,27,Germany,51,74,75,74,76,0,SUB,14,14500000,Borussia Dortmund,
B. Lecomte,46000,29,France,0,0,0,11,12,80,GK,40,12000000,AS Monaco,
J. Draxler,82000,26,Germany,76,80,82,64,44,0,SUB,23,17500000,Paris Saint-Germain,
Deulofeu,25000,26,Spain,75,75,86,30,22,0,SUB,7,17500000,Watford,
J. Roussillon,49000,27,France,65,74,80,76,77,0,LB,15,14500000,VfL Wolfsburg,
J. Tarkowski,59000,27,England,45,67,63,82,79,0,RCB,5,15000000,Burnley,
Ii±igo Marti≠nez,29000,29,Spain,56,64,62,83,86,0,LCB,4,14000000,Athletic Club de Bilbao,
B. Davies,86000,27,Wales,58,75,75,82,80,0,LB,33,14500000,Tottenham Hotspur,
A. Plea,49000,27,France,83,77,79,40,30,0,ST,14,17500000,Borussia Mionchengladbach,
D. Berardi,39000,25,Italy,80,79,82,30,30,0,RM,25,17500000,Sassuolo,
K. Demirbay,68000,26,Germany,74,80,84,59,54,0,LDM,10,17000000,Bayer 04 Leverkusen,
Joao Mi°rio,99000,27,Portugal,69,80,83,70,62,0,RES,55,16500000,Inter,
A. Robben,12000,36,Netherlands,82,78,86,24,24,0,RM,10,5000000,FC Groningen,
Joaqui≠n,22000,38,Spain,79,83,80,47,39,0,LM,17,5000000,Real Betis,
J. Milner,94000,34,England,70,82,77,80,79,0,SUB,7,7000000,Liverpool,
Nani,13000,33,Portugal,76,79,85,22,20,0,LW,17,9000000,Orlando City SC,
I. Akinfeev,500,34,Russia,0,0,0,13,13,82,GK,35,6500000,PFC CSKA Moscow,
B. Gomis,53000,34,France,82,67,76,32,35,0,ST,18,8000000,Al Hilal,
F. Quagliarella,22000,37,Italy,85,75,80,21,15,0,LS,27,5500000,Sampdoria,
M. Dembele,22000,32,Belgium,68,77,87,73,68,0,LCM,8,11000000,Guangzhou R&F FC,
Falcao,81000,34,Colombia,80,69,76,42,19,0,ST,9,8000000,Galatasaray SK,
Miranda,18000,35,Brazil,49,66,69,81,80,0,CB,13,4500000,Jiangsu Suning FC,
J. Evans,80000,32,Northern Ireland,32,61,54,81,82,0,RCB,6,9500000,Leicester City,
E. Lamela,98000,28,Argentina,78,80,83,55,54,0,SUB,11,15000000,Tottenham Hotspur,
Raul Garci≠a,33000,33,Spain,83,81,78,74,63,0,ST,22,9500000,Athletic Club de Bilbao,
D. Wass,38000,31,Denmark,77,80,77,78,77,0,RB,18,10500000,Valencia CF,
S. Romero,85000,33,Argentina,0,0,0,11,15,79,SUB,22,8000000,Manchester United,
L. Piszczek,41000,35,Poland,68,74,72,81,80,0,SUB,26,4500000,Borussia Dortmund,
Nacho Monreal,32000,34,Spain,61,72,74,83,81,0,LB,20,5000000,Real Sociedad,
Adi°n,13000,33,Spain,0,0,0,14,18,79,GK,31,8000000,Sporting CP,
B. Ivanovic,61000,36,Serbia,61,68,61,82,82,0,SUB,20,3000000,West Bromwich Albion,
S. Kji¶r,43000,31,Denmark,55,64,55,82,78,0,RCB,24,11000000,Milan,
Diego Costa,63000,31,Spain,79,65,74,39,30,0,SUB,19,13500000,Atletico Madrid,
David Luiz,80000,33,Brazil,65,74,71,81,79,0,CB,23,7000000,Arsenal,
S. Giovinco,49000,33,Italy,77,78,86,29,28,0,CAM,9,9000000,Al Hilal,
A. Si°nchez,105000,31,Chile,78,77,85,44,35,0,SUB,7,13000000,Inter,
Giuliano,49000,30,Brazil,76,77,81,43,38,0,CAM,10,14000000,Al Nassr,
Luiz Gustavo,68000,32,Brazil,60,69,69,79,82,0,RCB,20,9500000,Fenerbahiße SK,
L. Stindl,45000,31,Germany,82,78,79,61,50,0,CAM,13,13000000,Borussia Mionchengladbach,
N. Nkoulou,48000,30,Cameroon,44,64,70,83,78,0,RCB,33,12000000,Torino,
G. Bonaventura,61000,30,Italy,77,82,82,72,68,0,RCM,5,13500000,Fiorentina,
F. Coquelin,41000,29,France,67,76,80,82,81,0,LCM,19,14000000,Villarreal CF,
Hulk,20000,33,Brazil,82,77,81,41,36,0,LW,10,9000000,Shanghai SIPG FC,
Pedro,64000,32,Spain,76,76,81,32,31,0,SUB,11,11500000,Roma,
Guaita,48000,33,Spain,0,0,0,15,17,78,GK,31,8000000,Crystal Palace,
L. de Jong,38000,29,Netherlands,78,70,69,43,37,0,ST,9,15000000,Sevilla,
A. Ljajic,77000,28,Serbia,75,80,84,35,35,0,LCM,22,15000000,Beaüiktaaü JK,
Illarramendi,32000,30,Spain,71,78,78,80,79,0,SUB,4,12000000,Real Sociedad,
B. Andre,42000,29,France,64,74,75,83,76,0,RCM,21,12500000,LOSC Lille,
N. Matic,105000,31,Serbia,68,76,73,82,74,0,LDM,31,11000000,Manchester United,
Ricardo Goulart,23000,29,China PR,78,77,79,41,34,0,RW,16,15000000,Hebei China Fortune FC,
Escudero,31000,30,Spain,63,75,72,78,80,0,LB,18,11500000,Sevilla,
Mario Gaspar,37000,29,Spain,70,71,72,81,82,0,RB,2,12000000,Villarreal CF,
H. Mkhitaryan,59000,31,Armenia,75,78,83,53,55,0,RF,77,13000000,Roma,
Andre Almeida,17000,29,Portugal,63,76,75,82,79,0,RB,34,12000000,Benfica,
Willian Jose,40000,28,Brazil,80,67,74,32,30,0,SUB,9,15500000,Real Sociedad,
D. Ings,70000,27,England,81,67,78,24,27,0,RS,9,16000000,Southampton,
E. Perez,21000,34,Argentina,69,77,77,79,80,0,CDM,24,5500000,River Plate,
G. Krychowiak,500,30,Poland,76,72,71,77,72,0,RDM,7,12000000,Lokomotiv Moscow,
S. Aurier,86000,27,Ivory Coast,60,73,76,79,82,0,SUB,24,13000000,Tottenham Hotspur,
Bartra,29000,29,Spain,61,72,73,81,80,0,LCB,5,12500000,Real Betis,
C. Bakambu,30000,29,DR Congo,80,72,77,29,21,0,LS,17,15000000,Beijing Sinobo Guoan FC,
Nacho Ferni°ndez,135000,30,Spain,37,66,66,83,82,0,SUB,6,12000000,Real Madrid,
W. Boly,84000,29,France,36,64,64,83,79,0,RCB,15,12500000,Wolverhampton Wanderers,
P. Kadeaôi°bek,41000,28,Czech Republic,43,74,75,77,75,0,RWB,3,12500000,TSG 1899 Hoffenheim,
D. Sui°rez,32000,32,Uruguay,69,74,75,79,81,0,RB,22,9000000,Getafe CF,
S. Vrsaljko,56000,28,Croatia,55,73,75,80,77,0,SUB,24,12500000,Atletico Madrid,
William Carvalho,29000,28,Portugal,57,76,69,73,72,0,CDM,14,13000000,Real Betis,
Lucas Vi°zquez,165000,29,Spain,73,78,81,57,56,0,SUB,17,14500000,Real Madrid,
Ruben Pei±a,37000,28,Spain,71,72,81,78,79,0,SUB,20,12500000,Villarreal CF,
F. Armani,17000,33,Argentina,0,0,0,13,19,81,GK,1,8000000,River Plate,
M. Vecino,94000,28,Uruguay,68,77,80,78,75,0,RES,8,13000000,Inter,
S. Lainer,41000,27,Austria,63,70,75,74,77,0,RB,18,13000000,Borussia Mionchengladbach,
Maikel Catarino,34000,24,Brazil,51,70,78,78,76,0,RB,2,14000000,Atletico Mineiro,
Heniton Pires,500,24,Brazil,0,0,0,14,17,81,GK,1,11500000,Flamengo,
Laure Santeiro,23000,20,Brazil,72,77,83,13,23,0,LM,15,16500000,Fluminense,
Tony Abranjes,500,32,Brazil,39,55,56,81,78,0,RCB,81,9500000,Palmeiras,
J. Serendero,0,32,Uruguay,0,0,0,17,13,80,0,0,0,0,
J. Frendado,0,36,Uruguay,61,57,62,82,82,0,0,0,0,0,
M. Baldona,0,36,Uruguay,62,74,76,81,77,0,0,0,0,0,
S. Ardero,0,32,Uruguay,72,77,83,13,23,0,0,0,0,0,
L. Di°lves,0,28,Uruguay,82,60,71,27,24,0,0,0,0,0,
M. Nerez,0,32,Uruguay,54,75,78,77,76,0,0,0,0,0,
E. Schetino,0,28,Uruguay,43,56,65,83,76,0,0,0,0,0,
J. Sildero,0,28,Uruguay,77,80,79,35,33,0,0,0,0,0,
S. Mandi≠quez,0,31,Ecuador,80,56,74,23,13,0,0,0,0,0,
D. Upamecano,36000,21,France,40,61,66,84,77,0,RCB,5,20000000,RB Leipzig,
Rodrygo,90000,19,Brazil,75,70,83,36,32,0,RW,27,21000000,Real Madrid,
P. Foden,86000,20,England,70,76,81,59,47,0,SUB,47,19500000,Manchester City,
Wendel,15000,22,Brazil,75,77,80,75,69,0,LCM,37,19000000,Sporting CP,
V. Osimhen,54000,21,Nigeria,79,63,73,38,19,0,SUB,9,19000000,Napoli,
B. Kamara,29000,20,France,46,71,71,79,77,0,CDM,4,17000000,Marseille,
Dani Olmo,48000,22,Spain,76,77,83,50,44,0,RAM,25,18500000,RB Leipzig,
S. Berge,34000,22,Norway,49,74,74,77,67,0,RCM,8,16000000,Sheffield United,
A. Isak,28000,20,Sweden,80,65,78,21,18,0,ST,19,18000000,Real Sociedad,
D. Rice,31000,21,England,44,65,69,81,79,0,RDM,41,16500000,West Ham United,
J. Ikone,36000,22,France,70,73,83,36,36,0,RM,10,17500000,LOSC Lille,
F. Neuhaus,37000,23,Germany,69,76,81,65,64,0,LDM,32,17500000,Borussia Mionchengladbach,
P. Estupii±i°n,29000,22,Ecuador,32,66,73,80,79,0,SUB,15,15500000,Villarreal CF,
D. Zagadou,38000,21,France,34,61,50,87,80,0,SUB,5,16000000,Borussia Dortmund,
J. Kounde,21000,21,France,34,57,70,82,80,0,RCB,12,16000000,Sevilla,
Adama Traore,80000,24,Spain,66,68,87,38,35,0,RWB,37,17500000,Wolverhampton Wanderers,
C. Pavon,11000,24,Argentina,76,75,79,40,33,0,LM,10,17500000,LA Galaxy,
R. Bentancur,67000,23,Uruguay,58,79,82,76,71,0,SUB,30,17000000,Juventus,
M. Rashica,32000,24,Kosovo,79,74,84,37,36,0,LW,7,17500000,SV Werder Bremen,
H. Barnes,80000,22,England,72,75,80,49,47,0,LW,15,17500000,Leicester City,
Y. Atal,32000,24,Algeria,70,72,81,76,75,0,RB,20,15500000,OGC Nice,
Junior Firpo,110000,23,Spain,64,71,73,77,77,0,SUB,24,15500000,Barcelona,
J. Tah,50000,24,Germany,27,57,57,83,81,0,SUB,4,15000000,Bayer 04 Leverkusen,
A. Christensen,69000,24,Denmark,31,63,68,84,82,0,RCB,4,15000000,Chelsea,
A. Miranchuk,50000,24,Russia,70,78,80,28,29,0,SUB,59,17000000,Atalanta,
W. Barrios,0,26,Colombia,38,66,69,81,74,0,0,0,0,0,
Munir,30000,24,Spain,78,75,82,27,25,0,SUB,11,17000000,Sevilla,
D. Calvert-Lewin,80000,23,England,76,63,75,31,23,0,ST,9,17000000,Everton,
H. Winks,69000,24,England,58,78,82,76,67,0,LDM,8,15500000,Tottenham Hotspur,
L. Pellegrini,49000,24,Italy,71,81,77,74,72,0,LF,7,17000000,Roma,
Andre Silva,32000,24,Portugal,79,64,79,40,35,0,LS,33,17000000,Eintracht Frankfurt,
Zubeldia,26000,23,Spain,67,76,72,79,75,0,RCM,5,15500000,Real Sociedad,
Carlos Soler,34000,23,Spain,74,79,78,65,56,0,RM,8,17000000,Valencia CF,
S. McTominay,85000,23,Scotland,71,75,76,80,72,0,SUB,39,15500000,Manchester United,
N. Maksimovic,29000,25,Serbia,68,75,71,79,70,0,LDM,20,15000000,Getafe CF,
P. Rajkovic,20000,24,Serbia,0,0,0,10,10,79,GK,1,12500000,Stade de Reims,
Vini≠cius,18000,25,Brazil,80,57,75,33,25,0,ST,95,17000000,Benfica,
J. Ward-Prowse,58000,25,England,72,85,77,68,62,0,RCM,8,16000000,Southampton,
N. Ake,100000,25,Netherlands,53,70,71,82,81,0,SUB,6,14500000,Manchester City,
Rui Silva,23000,26,Portugal,0,0,0,10,19,80,GK,1,12000000,Granada CF,
K. Mbabu,44000,25,Switzerland,51,69,73,76,80,0,SUB,19,14500000,VfL Wolfsburg,
V. Lazaro,37000,24,Austria,70,76,80,70,69,0,SUB,19,16500000,Borussia Mionchengladbach,
P. Gollini,40000,25,Italy,0,0,0,12,19,79,GK,95,12000000,Atalanta,
J. Denayer,57000,25,Belgium,42,63,68,80,81,0,RCB,5,14500000,Olympique Lyonnais,
A. Golovin,48000,24,Russia,72,79,83,72,66,0,LCM,17,16000000,AS Monaco,
Pablo Fornals,41000,24,Spain,76,78,80,72,71,0,LM,18,16500000,West Ham United,
K. Dolberg,39000,22,Denmark,81,69,77,24,19,0,ST,9,16500000,OGC Nice,
D. Dumfries,18000,24,Netherlands,60,66,71,79,75,0,RB,22,14500000,PSV,
L. Paredes,78000,26,Argentina,70,80,78,77,76,0,SUB,8,15500000,Paris Saint-Germain,
Matheus,14000,27,Brazil,0,0,0,20,15,77,GK,1,11000000,SC Braga,
Emerson,77000,25,Italy,63,70,79,77,76,0,RES,33,14000000,Chelsea,
M. Sanson,42000,25,France,75,79,78,75,71,0,LCM,8,15500000,Marseille,
L. Dubois,57000,25,France,61,75,75,78,81,0,RWB,14,14000000,Olympique Lyonnais,
B. Santamaria,27000,25,France,64,73,76,78,77,0,SUB,8,14500000,SC Freiburg,
J. Weigl,13000,24,Germany,48,75,75,78,74,0,RCM,28,14500000,Benfica,
R. Bensebaini,37000,25,Algeria,57,71,74,77,77,0,LB,25,14000000,Borussia Mionchengladbach,
Joan Jordi°n,30000,25,Spain,75,79,77,76,54,0,RCM,8,15500000,Sevilla,
E. Bailly,100000,26,Ivory Coast,42,58,62,80,81,0,SUB,3,14000000,Manchester United,
E. iÅvila,40000,26,Argentina,81,65,78,46,41,0,LS,9,16000000,CA Osasuna,
Odriozola,110000,24,Spain,52,71,77,76,77,0,SUB,19,14000000,Real Madrid,
E. Bardhi,26000,24,North Macedonia,81,78,82,65,63,0,LM,10,16000000,Levante UD,
M. Sels,28000,28,Belgium,0,0,0,15,14,79,RES,1,11000000,RC Strasbourg Alsace,
J. Veretout,51000,27,France,74,81,78,76,74,0,RCM,17,13500000,Roma,
C. Coady,76000,27,England,58,75,66,78,74,0,CB,16,13000000,Wolverhampton Wanderers,
W. Orban,50000,27,Hungary,36,52,54,83,78,0,SUB,4,13000000,RB Leipzig,
A. Izzo,47000,28,Italy,33,48,64,84,82,0,RB,5,12500000,Torino,
T. Bakayoko,77000,25,France,48,68,75,81,79,0,RES,40,14000000,Chelsea,
E. Mendy,40000,28,Senegal,0,0,0,11,13,79,GK,16,11000000,Rennais,
N. Gudelj,30000,28,Serbia,70,78,70,77,71,0,SUB,6,12500000,Sevilla,
A. Oxlade-Chamberlain,89000,26,England,74,78,83,72,68,0,SUB,15,14500000,Liverpool,
M. Bizot,12000,29,Netherlands,0,0,0,12,14,76,GK,1,10000000,AZ Alkmaar,
A. Mandi,27000,28,Algeria,46,74,70,79,81,0,RCB,23,12500000,Real Betis,
Rafinha,140000,27,Brazil,76,79,84,72,66,0,SUB,12,14000000,Barcelona,
G. Kondogbia,40000,27,Central African Republic,74,75,77,79,80,0,LCM,6,14000000,Valencia CF,
Fernando,24000,28,Brazil,67,77,73,78,77,0,RCM,11,12500000,Beijing Sinobo Guoan FC,
A. Schwolow,40000,28,Germany,0,0,0,17,9,78,GK,1,10500000,Hertha BSC,
M. Arnold,46000,26,Germany,80,78,77,74,67,0,LDM,27,13500000,VfL Wolfsburg,
R. Fraser,47000,26,Scotland,72,76,81,53,42,0,SUB,21,15000000,Newcastle United,
Gabriel,17000,26,Brazil,74,77,79,77,73,0,LCM,8,14500000,Benfica,
Omar Mascarell,31000,27,Spain,61,72,77,74,67,0,CDM,6,13000000,FC Schalke 04,
J. Quintero,0,27,Colombia,76,81,83,30,22,0,0,0,0,0,
Samu Castillejo,42000,25,Spain,73,78,82,43,25,0,RM,7,15000000,Milan,
Andre Gomes,83000,26,Portugal,69,78,77,70,65,0,LCM,21,14500000,Everton,
P. Max,20000,26,Germany,67,78,75,74,74,0,LB,31,13000000,PSV,
Ricardo Horta,20000,25,Portugal,77,76,82,44,35,0,RW,21,15000000,SC Braga,
Paulinho,20000,27,Portugal,78,64,74,37,29,0,ST,20,14500000,SC Braga,
A. Rebic,48000,26,Croatia,80,70,79,50,25,0,LM,12,15000000,Milan,
Borja Iglesias,31000,27,Spain,78,64,73,31,18,0,ST,9,14500000,Real Betis,
R. Malinovskyi,58000,27,Ukraine,79,81,78,72,50,0,SUB,18,14000000,Atalanta,
Quaresma,11000,36,Portugal,72,81,83,17,11,0,SUB,10,4200000,Vitoria Guimaraes,
